"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,-7.40741658241435,-0.0565769954569961
2001-01-02 12:00:00,2001,1,2,NA,-6.31727190968403,-1.5730295341007
2001-01-03 12:00:00,2001,1,3,NA,-6.80875156353515,-1.76896852374911
2001-01-04 12:00:00,2001,1,4,NA,-4.653021841635,-3.06998700317765
2001-01-05 12:00:00,2001,1,5,NA,-6.73352627195819,-2.59170706125331
2001-01-06 12:00:00,2001,1,6,NA,-7.97385445966216,-1.30097883416538
2001-01-07 12:00:00,2001,1,7,NA,-7.68150521991997,4.72872906590971
2001-01-08 12:00:00,2001,1,8,NA,-5.29836052115152,1.39224063756235
2001-01-09 12:00:00,2001,1,9,NA,-1.70166862200393,1.44845700182165
2001-01-10 12:00:00,2001,1,10,NA,0.887814526768784,3.42156405610163
2001-01-11 12:00:00,2001,1,11,NA,1.12201995374024,3.77910696661462
2001-01-12 12:00:00,2001,1,12,NA,-2.13788512627121,0.850678726294128
2001-01-13 12:00:00,2001,1,13,NA,-5.77888647132487,-1.18091270998528
2001-01-14 12:00:00,2001,1,14,NA,-3.11063850095885,10.5650701852822
2001-01-15 12:00:00,2001,1,15,NA,2.13143623503326,16.875161833349
2001-01-16 12:00:00,2001,1,16,NA,2.19483187501445,14.0353759188001
2001-01-17 12:00:00,2001,1,17,NA,0.86808707488558,13.6606422314384
2001-01-18 12:00:00,2001,1,18,NA,2.18735557768879,15.4236364301729
2001-01-19 12:00:00,2001,1,19,NA,1.16547824491065,12.7239867775994
2001-01-20 12:00:00,2001,1,20,NA,-1.88336712219117,12.325231957988
2001-01-21 12:00:00,2001,1,21,NA,-3.4868734593872,8.194335263512
2001-01-22 12:00:00,2001,1,22,NA,-4.63514461913091,6.57260190679074
2001-01-23 12:00:00,2001,1,23,NA,-3.54054643458974,6.40123337968258
2001-01-24 12:00:00,2001,1,24,NA,-3.51436254573761,7.47253836468348
