"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,5.69841886300179,12.3213670296331
2001-01-02 12:00:00,2001,1,2,NA,2.81867231292046,9.45628256646112
2001-01-03 12:00:00,2001,1,3,NA,1.61814418388947,7.99853660442099
2001-01-04 12:00:00,2001,1,4,NA,-4.96763755276432,1.90907079791881
2001-01-05 12:00:00,2001,1,5,NA,-0.412640717162049,4.86952262399383
2001-01-06 12:00:00,2001,1,6,NA,-0.0220262454914675,5.80292258788235
2001-01-07 12:00:00,2001,1,7,NA,4.80566252555074,8.70257373370213
2001-01-08 12:00:00,2001,1,8,NA,0.207618326044022,5.88098157828504
2001-01-09 12:00:00,2001,1,9,NA,-2.70418730550428,2.14666035688477
2001-01-10 12:00:00,2001,1,10,NA,-3.77399847343303,-0.887523486568523
2001-01-11 12:00:00,2001,1,11,NA,-5.3939498616587,-2.48576805122291
2001-01-12 12:00:00,2001,1,12,NA,-9.24981058332538,-2.74963579480919
2001-01-13 12:00:00,2001,1,13,NA,-8.77806836381996,-0.307851045338521
2001-01-14 12:00:00,2001,1,14,NA,3.01122656456937,4.94221291187792
2001-01-15 12:00:00,2001,1,15,NA,5.39077441755617,5.27593658793069
2001-01-16 12:00:00,2001,1,16,NA,0.756716510364936,2.70321186253343
2001-01-17 12:00:00,2001,1,17,NA,1.38821860241014,4.31713775692866
2001-01-18 12:00:00,2001,1,18,NA,2.93876614771896,4.37482114573232
2001-01-19 12:00:00,2001,1,19,NA,-0.0621994543634159,3.86508012661926
2001-01-20 12:00:00,2001,1,20,NA,2.33136678039658,7.95108025360571
2001-01-21 12:00:00,2001,1,21,NA,-0.00833078202983772,7.86552450819319
2001-01-22 12:00:00,2001,1,22,NA,0.199257538543546,8.97116624624479
2001-01-23 12:00:00,2001,1,23,NA,0.842337385179476,7.62436911884182
2001-01-24 12:00:00,2001,1,24,NA,2.78776954641613,7.8036850041928
2001-01-25 12:00:00,2001,1,25,NA,4.33310599125948,10.2228635855168
2001-01-26 12:00:00,2001,1,26,NA,5.83696121047668,12.8366056228365
2001-01-27 12:00:00,2001,1,27,NA,5.32980534684244,13.1799801865339
2001-01-28 12:00:00,2001,1,28,NA,-0.0413702929879647,4.85235458605067
2001-01-29 12:00:00,2001,1,29,NA,4.3543893175247,7.24708533877227
2001-01-30 12:00:00,2001,1,30,NA,4.7577034635166,11.6402872601784
2001-01-31 12:00:00,2001,1,31,NA,3.96738559083392,13.8045498582626
2001-02-01 12:00:00,2001,2,1,NA,6.50331719340793,15.2744265602384
2001-02-02 12:00:00,2001,2,2,NA,6.17327353814779,12.673448326664
2001-02-03 12:00:00,2001,2,3,NA,7.22898801174877,15.3428593251518
2001-02-04 12:00:00,2001,2,4,NA,10.0026051552611,11.9139132304612
2001-02-05 12:00:00,2001,2,5,NA,9.14644671663904,11.0240882143692
2001-02-06 12:00:00,2001,2,6,NA,7.52349122353418,10.8901918403455
