"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,-2.07322525209561,11.1192042119589
2001-01-02 12:00:00,2001,1,2,NA,-3.01182985096765,9.97815129626041
2001-01-03 12:00:00,2001,1,3,NA,-0.175937722915008,9.65814123910083
2001-01-04 12:00:00,2001,1,4,NA,-3.79243822528425,10.9151634332782
2001-01-05 12:00:00,2001,1,5,NA,-3.75747710643515,13.530005845226
2001-01-06 12:00:00,2001,1,6,NA,-2.38558642738136,12.9742620703923
2001-01-07 12:00:00,2001,1,7,NA,-1.80028499794463,16.1534632704095
2001-01-08 12:00:00,2001,1,8,NA,-1.82178890011025,14.7662495799195
2001-01-09 12:00:00,2001,1,9,NA,0.532220322822335,14.2884402746194
2001-01-10 12:00:00,2001,1,10,NA,0.613751288741826,18.4255003838758
2001-01-11 12:00:00,2001,1,11,NA,1.58021045578735,18.8506310626266
2001-01-12 12:00:00,2001,1,12,NA,-2.74666782044686,18.3931229219803
2001-01-13 12:00:00,2001,1,13,NA,-4.72697194972165,18.7804538517306
2001-01-14 12:00:00,2001,1,14,NA,9.83299882774028,19.1394739143736
2001-01-15 12:00:00,2001,1,15,NA,10.9778988088899,25.783395544956
2001-01-16 12:00:00,2001,1,16,NA,8.62115102794465,24.8012710331843
2001-01-17 12:00:00,2001,1,17,NA,6.64333197184652,22.7002417459596
2001-01-18 12:00:00,2001,1,18,NA,17.2705330723985,20.3376259713643
2001-01-19 12:00:00,2001,1,19,NA,8.1844804492802,19.7848192316513
2001-01-20 12:00:00,2001,1,20,NA,10.6138830723853,14.245923370694
2001-01-21 12:00:00,2001,1,21,NA,6.80747024553456,9.32200919838325
2001-01-22 12:00:00,2001,1,22,NA,3.14309318247672,7.44145215480835
2001-01-23 12:00:00,2001,1,23,NA,1.46684333647273,8.38005889523124
2001-01-24 12:00:00,2001,1,24,NA,1.95681064132364,9.94642477898627
2001-01-25 12:00:00,2001,1,25,NA,2.890831347906,8.47158256432291
2001-01-26 12:00:00,2001,1,26,NA,-2.17330567497147,10.0068005107017
2001-01-27 12:00:00,2001,1,27,NA,-2.27283900558426,8.18214905036403
2001-01-28 12:00:00,2001,1,28,NA,-1.14867601223848,11.2377364589876
2001-01-29 12:00:00,2001,1,29,NA,0.820881501981446,16.2175764560112
2001-01-30 12:00:00,2001,1,30,NA,-2.58671244279242,13.5128833071111
2001-01-31 12:00:00,2001,1,31,NA,-5.55812660604622,10.4318702043137
2001-02-01 12:00:00,2001,2,1,NA,-5.69542394412083,13.0288415565761
2001-02-02 12:00:00,2001,2,2,NA,-4.84882359772147,19.0245087938185
2001-02-03 12:00:00,2001,2,3,NA,-3.03879491394888,19.318005100142
2001-02-04 12:00:00,2001,2,4,NA,1.73574573809852,22.6326227019917
2001-02-05 12:00:00,2001,2,5,NA,5.62984759053803,23.103522037983
2001-02-06 12:00:00,2001,2,6,NA,3.29853452640736,22.4887224461214
2001-02-07 12:00:00,2001,2,7,NA,4.60511392690571,19.6455047294552
2001-02-08 12:00:00,2001,2,8,NA,3.2972480411108,19.1045952238066
2001-02-09 12:00:00,2001,2,9,NA,-1.87666060504877,22.129864786255
2001-02-10 12:00:00,2001,2,10,NA,-0.0918375348408969,20.9279542923069
2001-02-11 12:00:00,2001,2,11,NA,10.091854754671,20.3896638026605
2001-02-12 12:00:00,2001,2,12,NA,10.3805438536686,16.9910266535588
2001-02-13 12:00:00,2001,2,13,NA,9.26225646810065,19.4511190826525
2001-02-14 12:00:00,2001,2,14,NA,7.37194349395449,22.0042991217188
2001-02-15 12:00:00,2001,2,15,NA,9.18074309412743,22.3357948886615
2001-02-16 12:00:00,2001,2,16,NA,5.98058097070239,23.8554337192133
2001-02-17 12:00:00,2001,2,17,NA,12.8317001053519,20.6965414223913
2001-02-18 12:00:00,2001,2,18,NA,1.56969515682951,19.2131346392812
2001-02-19 12:00:00,2001,2,19,NA,6.05718661015825,15.7659073700794
2001-02-20 12:00:00,2001,2,20,NA,5.11519533724437,19.6271535941646
2001-02-21 12:00:00,2001,2,21,NA,2.83827442861817,18.4826607023904
2001-02-22 12:00:00,2001,2,22,NA,2.58654345578976,17.6344427946715
2001-02-23 12:00:00,2001,2,23,NA,2.27156914009989,18.7085394588835
2001-02-24 12:00:00,2001,2,24,NA,3.135255969874,20.39829428842
2001-02-25 12:00:00,2001,2,25,NA,2.74169921719598,20.4672221259712
2001-02-26 12:00:00,2001,2,26,NA,2.66068999873816,21.7060391875648
2001-02-27 12:00:00,2001,2,27,NA,2.77049732020946,20.2671061626546
2001-02-28 12:00:00,2001,2,28,NA,14.2307478196488,16.0650262307745
2001-03-01 12:00:00,2001,3,1,NA,10.8016087938965,15.6750766540204
2001-03-02 12:00:00,2001,3,2,NA,12.8408369487159,14.6628454369764
2001-03-03 12:00:00,2001,3,3,NA,3.12131026531455,18.4055052742333
2001-03-04 12:00:00,2001,3,4,NA,2.97441571885594,19.0536347012858
2001-03-05 12:00:00,2001,3,5,NA,6.32993147931677,15.3157183977051
2001-03-06 12:00:00,2001,3,6,NA,2.65253710821639,19.9765804448481
2001-03-07 12:00:00,2001,3,7,NA,3.81414335044255,22.2834121390704
2001-03-08 12:00:00,2001,3,8,NA,2.86791597408777,21.7815243705687
2001-03-09 12:00:00,2001,3,9,NA,3.08075580425486,21.3091963191225
2001-03-10 12:00:00,2001,3,10,NA,3.48629677715,21.6558915147026
2001-03-11 12:00:00,2001,3,11,NA,1.14411608589578,22.2818451903757
2001-03-12 12:00:00,2001,3,12,NA,0.971972103348259,21.4913137728578
2001-03-13 12:00:00,2001,3,13,NA,2.83786629198298,18.8147019218721
2001-03-14 12:00:00,2001,3,14,NA,4.32808113329029,19.6710036650939
2001-03-15 12:00:00,2001,3,15,NA,3.51946582613296,19.0984248828637
2001-03-16 12:00:00,2001,3,16,NA,3.7619860781664,20.6197528135102
2001-03-17 12:00:00,2001,3,17,NA,4.94549429381436,19.0597748271032
2001-03-18 12:00:00,2001,3,18,NA,3.14840383921029,17.9746059466342
